,Hotel_Name,Reviewer_Nationality,Review_Date,Reviewer_Score
499726,Hotel Vondel Amsterdam, Canada ,7/3/2017,6.7
494361,Bianca Maria Palace Hotel, United Kingdom ,5/23/2016,9.6
105032,Mercure Paris Terminus Nord, Iraq ,5/7/2017,6.7
92323,Park Lane Mews Hotel, France ,6/23/2016,5.0
96814,citizenM London Bankside, United Kingdom ,9/1/2015,4.2
28338,Le Parisis Paris Tour Eiffel, United Kingdom ,7/10/2017,9.6
220219,H tel Balzac, United Kingdom ,8/22/2015,9.6
199882,Novotel London Wembley, United Kingdom ,7/1/2017,7.5
237081,DoubleTree by Hilton Hotel London Tower of London, United States of America ,1/15/2016,10.0
22461,Hotel des Tuileries Relais du Silence, United Kingdom ,2/25/2016,8.8
21880,H tel de Jos phine BONAPARTE, Australia ,7/27/2017,9.6
350096,Mercure Hotel Amsterdam City South, Ukraine ,4/10/2017,7.9
27936,The Park Tower Knightsbridge a Luxury Collection Hotel, Kuwait ,12/29/2015,8.3
106467,Mercure Paris 19 Philharmonie La Villette, Belgium ,2/9/2017,7.9
328275,Ayre Hotel Gran V a, South Korea ,12/17/2016,9.2
157153,Norfolk Towers Paddington, Egypt ,10/4/2015,7.5
150723,Park Grand London Kensington, United Kingdom ,4/3/2016,9.2
277244,The Gates Diagonal Barcelona, Germany ,8/30/2015,4.6
245442,Holiday Inn Paris Gare Montparnasse, Singapore ,9/6/2015,3.3
366708,Hotel Rathaus Wein Design, United States of America ,10/5/2015,9.6
311971,Best Western Premier Hotel Couture, Belgium ,6/19/2017,7.9
127981,Park Grand Paddington Court, France ,10/26/2015,6.7
250096,Melia Paris Vendome, United States of America ,7/11/2016,7.9
246930,Mercure London Hyde Park, United States of America ,6/30/2017,9.6
507144,Park Plaza Westminster Bridge London, Oman ,8/7/2016,9.2
215311,Victoires Opera, United Kingdom ,7/20/2017,4.6
398348,Hotel Front Maritim, Thailand ,9/3/2016,8.8
425732,Ilunion Barcelona, United Kingdom ,11/2/2015,8.5
329998,H10 Casanova, Spain ,6/17/2016,9.2
286411,Hotel Regina, United States of America ,10/13/2015,8.8
173004,Millennium Gloucester Hotel London, United Kingdom ,4/23/2017,9.2
437363,Crowne Plaza London Docklands, United Kingdom ,2/2/2016,8.3
498984,Hotel Vilamar , Switzerland ,8/25/2015,8.8
218727,Park Plaza London Waterloo, United Kingdom ,6/22/2017,10.0
490167,Hotel Da Vinci, United Kingdom ,12/10/2015,7.9
157565,Timhotel Op ra Blanche Fontaine, Malaysia ,8/21/2016,9.6
234689,9Hotel Republique, United Kingdom ,12/21/2016,10.0
153078,The Westbridge Hotel, United Kingdom ,5/10/2017,7.5
161122,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,9/16/2016,7.9
460006,Ramada Apollo Amsterdam Centre, Netherlands ,6/29/2016,5.8
306271,NH Collection Amsterdam Grand Hotel Krasnapolsky, Ethiopia ,6/17/2017,9.6
452644,Sloane Square Hotel, United Kingdom ,9/29/2015,8.3
149865,Park Grand London Kensington, Turkey ,1/3/2016,7.9
192947,St Martins Lane A Morgans Original, United Kingdom ,3/23/2017,5.4
472781,MiHotel, Germany ,12/1/2015,8.3
355510,Renaissance Amsterdam Hotel, United Kingdom ,3/27/2016,7.9
210717,Novotel London City South, United Kingdom ,5/31/2016,10.0
492774,Nhow Milan, Switzerland ,8/29/2016,9.6
443041,Copthorne Tara Hotel London Kensington, United Kingdom ,12/16/2016,7.9
414985,Olivia Plaza Hotel, Turkey ,7/5/2016,10.0
334043,The Cumberland A Guoman Hotel, Indonesia ,9/29/2016,9.6
267650,Corendon Vitality Hotel Amsterdam, Ireland ,4/19/2017,8.3
379040,Leonardo Hotel Vienna, United Kingdom ,8/17/2016,10.0
275369,The Levante Parliament A Design Hotel, Jordan ,10/9/2015,5.4
332010,Hotel Palace GL, Philippines ,4/22/2016,10.0
16267,Intercontinental London The O2, United Kingdom ,3/9/2017,7.5
392173,DoubleTree by Hilton Amsterdam Centraal Station, Turkey ,1/12/2016,8.3
470737,The Square Milano Duomo, Latvia ,2/5/2016,10.0
341611,Banks Mansion All Inclusive Hotel, Israel ,1/27/2016,10.0
165524,Strand Palace Hotel, United Kingdom ,2/14/2016,7.9
376563,Falkensteiner Hotel Wien Margareten, United Kingdom ,2/1/2017,10.0
167526,Strand Palace Hotel, United Kingdom ,4/9/2016,9.6
134896,Paddington Court Executive Rooms, Russia ,4/25/2017,8.3
206123,Hotel du Collectionneur Arc de Triomphe, Netherlands ,12/16/2015,10.0
452837,Best Western Plus Hotel Blue Square, United Kingdom ,8/23/2016,7.9
214084,Shaftesbury Premier London Paddington, United Kingdom ,3/1/2017,10.0
316950,Holiday Inn London Wembley, United Kingdom ,1/1/2017,7.5
100746,Mondrian London, United Kingdom ,10/31/2016,9.6
150296,Park Grand London Kensington, United Kingdom ,12/17/2016,10.0
156983,Norfolk Towers Paddington, United Kingdom ,2/16/2016,10.0
153981,ME London by Melia, United Kingdom ,3/22/2016,10.0
372792,Hotel Gran Derby Suites, Italy ,4/26/2016,8.8
490168,Hotel Da Vinci, Singapore ,12/10/2015,3.8
54234,The Pelham Starhotels Collezione, Australia ,7/24/2016,10.0
462130,Park Hotel, Ireland ,11/18/2015,8.8
277017,Novotel Barcelona City, United Kingdom ,8/21/2016,9.6
514965,Holiday Inn London Kensington, United Kingdom ,4/3/2016,10.0
67707,Britannia International Hotel Canary Wharf, United Kingdom ,5/8/2016,6.3
37957,Waldorf Madeleine, Portugal ,12/9/2015,7.1
456680,NH City Centre Amsterdam, United Kingdom ,6/6/2017,7.5
46127,Radisson Blu Edwardian Grafton, Belgium ,1/26/2016,7.9
421656,citizenM Amsterdam, United Kingdom ,5/15/2017,9.6
377203,IntercityHotel Wien, Turkey ,8/9/2016,10.0
503416,Crowne Plaza London Ealing, United Kingdom ,3/19/2016,10.0
23082,Pullman London St Pancras, New Zealand ,5/24/2017,7.9
109897,London Hilton on Park Lane, Turkey ,12/8/2016,7.5
263528,Holiday Inn London Kensington Forum, Ireland ,7/19/2016,7.0
403947,Hotel Wandl, United Kingdom ,12/3/2015,10.0
431626,Hotel mbit Barcelona, Czech Republic ,6/3/2016,8.8
222266,Baglioni Hotel London The Leading Hotels of the World, United States of America ,7/16/2017,8.8
204491,The Arch London, Australia ,8/13/2015,10.0
194187,The Marylebone Hotel, Sweden ,5/26/2016,9.2
215250,Mimi s Hotel Soho, United Kingdom ,3/18/2017,9.2
142588,Blakemore Hyde Park, United Kingdom ,3/20/2016,10.0
191980,Grange Tower Bridge Hotel, United Kingdom ,4/19/2016,6.0
312353,Best Western Premier Hotel Couture, Vietnam ,9/22/2016,7.1
72956,Park Avenue Baker Street, United Kingdom ,6/17/2016,9.6
189390,St George s Hotel Wembley, Romania ,10/31/2016,10.0
182500,Chiswick Rooms, Australia ,5/24/2016,9.2
244434,Shaftesbury Metropolis London Hyde Park, Bahrain ,1/27/2016,8.8
343694,Arion Cityhotel Vienna und Appartements, China ,7/22/2016,10.0
11517,Crowne Plaza London Kings Cross, United Arab Emirates ,12/18/2016,9.2
132237,Hotel Atmospheres, Japan ,7/27/2016,7.9
13045,Gardette Park Hotel, Israel ,12/16/2016,5.0
508046,Park Plaza Westminster Bridge London, United States of America ,10/8/2015,10.0
174175,Millennium Gloucester Hotel London, Cyprus ,10/14/2015,9.6
317670,Holiday Inn London Wembley, United Kingdom ,3/10/2017,10.0
334002,The Cumberland A Guoman Hotel, Oman ,10/27/2016,10.0
13585,Novotel London West, United States of America ,2/4/2017,8.3
424604,H10 Metropolitan 4 Sup, United States of America ,6/14/2016,10.0
332911,Hotel Casa Bonay, France ,9/22/2016,10.0
303779,Hotel Romana Residence, Saudi Arabia ,2/9/2017,8.3
495390,Grand Visconti Palace, Switzerland ,4/18/2017,10.0
420539,Pulitzer Amsterdam, United Kingdom ,3/6/2017,10.0
358087,De Vere Devonport House, United Kingdom ,4/10/2016,10.0
515522,Atlantis Hotel Vienna, Romania ,7/1/2016,8.3
390067,Aloft London Excel, United Kingdom ,9/22/2016,7.9
428913,Austria Trend Hotel Doppio Wien, Hungary ,6/3/2017,7.9
331165,Acta Atrium Palace, Italy ,7/10/2016,9.6
99358,Seven Hotel, United Kingdom ,10/19/2016,9.2
76629,Pullman Paris Tour Eiffel, United Kingdom ,3/8/2016,10.0
175475,Fielding Hotel, United Kingdom ,3/10/2016,8.8
221659,B Montmartre, United Kingdom ,10/26/2015,9.6
207229,Shaftesbury Hyde Park International, United States of America ,4/28/2016,10.0
452800,Best Western Plus Hotel Blue Square, Czech Republic ,11/16/2016,5.4
451484,Hotel Esther a, United States of America ,8/2/2016,10.0
212065,Fifty Four Boutique Hotel, Canada ,11/11/2016,9.2
360647,Hotel Serhs Rivoli Rambla, Israel ,3/27/2017,8.3
253,Hotel Arena, France ,7/6/2017,10.0
2413,The Park Grand London Paddington, United Kingdom ,7/25/2016,4.6
477618,Barcel Milan, Guernsey ,6/5/2017,4.2
386319,INK Hotel Amsterdam MGallery by Sofitel, United Kingdom ,1/12/2017,10.0
23334,Pullman London St Pancras, United Kingdom ,6/21/2016,9.2
338608,Hotel 55, Pakistan ,8/13/2016,10.0
150230,Park Grand London Kensington, Malaysia ,2/14/2017,8.3
141599,Blakemore Hyde Park, Greece ,12/29/2015,7.5
275273,The Levante Parliament A Design Hotel, Brazil ,2/1/2017,6.7
170300,Edouard 7 Paris Op ra, United States of America ,2/7/2017,10.0
79675,Courthouse Hotel London, United Kingdom ,9/23/2016,10.0
159571,Hotel Saint Petersbourg Opera, United Kingdom ,8/23/2016,8.3
435856,Hotel Lam e, United Kingdom ,9/26/2016,8.8
335055,Hotel Vienna, Malaysia ,9/13/2016,10.0
244630,Shaftesbury Metropolis London Hyde Park, United States of America ,3/14/2017,10.0
272185,Apollo Hotel Amsterdam, Australia ,4/26/2016,8.3
238602,DoubleTree by Hilton Hotel London Tower of London, Denmark ,5/20/2016,7.5
494979,Hotel Raffaello, China ,8/1/2017,9.6
44043,Hotel Odeon Saint Germain, Australia ,9/3/2015,9.6
438687,Radisson Blu Hotel Amsterdam, Egypt ,3/22/2016,8.3
24679,Doubletree by Hilton London Kensington, United Kingdom ,11/26/2016,8.8
511871,Hotel Erzherzog Rainer, United States of America ,11/12/2015,8.3
89258,Mercure Paris Gare De Lyon TGV, United Kingdom ,9/20/2015,7.9
89733,H tel des Champs Elys es, Sweden ,12/19/2015,10.0
299444,The Chelsea Harbour Hotel, United Kingdom ,8/11/2016,8.3
492352,NH Milano Touring, Kuwait ,9/25/2015,7.5
494960,Hotel Raffaello, Austria ,2/6/2017,7.9
210710,Novotel London City South, United States of America ,8/1/2016,7.9
173922,Millennium Gloucester Hotel London, United Kingdom ,1/3/2016,10.0
27012,The Grosvenor, United States of America ,8/30/2015,9.2
304685,Boscolo Milano Autograph Collection, Romania ,8/19/2015,5.8
229178,R Kipling by Happyculture, Turkey ,11/3/2015,9.6
144587,The Queens Gate Hotel, Germany ,11/29/2016,8.3
267301,Corendon Vitality Hotel Amsterdam, United Kingdom ,10/25/2016,5.4
112430,Hilton London Metropole, Saudi Arabia ,10/4/2016,8.3
137493,Hotel Le Squara, Australia ,4/5/2016,7.5
79597,Courthouse Hotel London, Luxembourg ,1/2/2017,7.5
459904,Ramada Apollo Amsterdam Centre, Ireland ,8/23/2016,8.8
35975,Ashburn Hotel, United States of America ,9/29/2016,10.0
60914,Au Manoir Saint Germain, United States of America ,5/29/2017,10.0
145721,Grange Langham Court Hotel, United Kingdom ,11/9/2016,7.9
239259,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,8/4/2015,8.8
13797,Novotel London West, United Kingdom ,2/23/2016,10.0
407807,Hotel Dei Cavalieri, Singapore ,9/25/2016,7.1
25365,Doubletree by Hilton London Kensington, United Kingdom ,12/21/2015,6.7
24695,Doubletree by Hilton London Kensington, United Kingdom ,10/5/2016,6.7
87762,DoubleTree by Hilton London Victoria, United Kingdom ,1/23/2017,6.3
490410,TownHouse Galleria, United Kingdom ,6/29/2017,9.6
188665,Mercure Paris Opera Grands Boulevards, United Kingdom ,4/7/2016,9.2
225576,Hotel Monsieur, United Kingdom ,6/26/2017,9.6
122575,H tel Vernet, Saudi Arabia ,6/8/2016,9.2
347232,Room Mate Aitana, United Arab Emirates ,5/7/2017,7.0
412063,Hotel SB Diagonal Zero Barcelona 4 Sup, United Kingdom ,8/9/2016,4.6
450600,Hotel Esther a, United States of America ,7/30/2016,9.2
376993,IntercityHotel Wien, Croatia ,9/18/2016,6.3
403833,Hotel Wandl, Portugal ,4/17/2017,6.7
447022,Hotel de France Wien, Turkey ,6/29/2017,10.0
390219,Aloft London Excel, United Kingdom ,4/21/2016,10.0
513010,Holiday Inn London Kensington, United Kingdom ,12/22/2016,5.4
224160,Club Quarters Hotel Lincoln s Inn Fields, United Kingdom ,7/12/2016,9.2
277765,Vincci Mae, Finland ,4/16/2017,7.9
433583,Catalonia Square 4 Sup, United States of America ,12/15/2015,10.0
476891,IH Hotels Milano Watt 13, India ,9/22/2015,7.9
42223,London Marriott Hotel Regents Park, United Kingdom ,8/27/2015,7.1
135595,Hyatt Regency Paris Etoile, United Kingdom ,6/5/2016,7.5
180055,H tel Concorde Montparnasse, Malta ,2/1/2016,10.0
215256,Mimi s Hotel Soho, United Kingdom ,3/14/2017,8.8
492303,NH Milano Touring, Italy ,12/22/2015,9.6
148444,Shangri La Hotel at The Shard London, United Kingdom ,2/6/2016,9.2
46351,Radisson Blu Edwardian Grafton, United Kingdom ,3/13/2017,9.2
331228,Acta Atrium Palace, United Kingdom ,1/19/2016,7.5
102950,Saint James Albany Paris Hotel Spa, Romania ,1/29/2017,3.5
161234,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,3/18/2016,6.7
301216,Holiday Inn London Bloomsbury, United Kingdom ,6/19/2016,9.2
449843,Room Mate Giulia, Russia ,5/30/2017,10.0
182284,Chiswick Rooms, United States of America ,10/15/2016,7.1
384403,Hotel V Nesplein, India ,8/2/2016,8.8
428242,Austria Trend Hotel Savoyen Vienna, United Kingdom ,4/17/2017,10.0
318767,H10 Art Gallery 4 Sup, Canada ,4/30/2017,10.0
406816,Rosa Grand Milano Starhotels Collezione, Saudi Arabia ,8/18/2016,6.3
458718,The Tower A Guoman Hotel, Croatia ,10/31/2016,8.8
315631,Medinaceli, United States of America ,9/22/2015,2.9
188359,London City Suites, Ireland ,1/5/2017,8.8
384876,ARCOTEL Wimberger, France ,12/16/2016,7.5
358116,De Vere Devonport House, United Kingdom ,3/7/2016,8.3
474621,Hotel Cavour, Argentina ,8/25/2015,7.5
109347,London Marriott Hotel West India Quay, United Kingdom ,7/27/2016,9.2
351958,Fleming s Selection Hotel Wien City, United Kingdom ,4/29/2016,9.6
462785,Hotel Am Stephansplatz, Thailand ,6/26/2017,10.0
298130,Ayre Hotel Caspe, Spain ,2/16/2016,8.8
122159,The Nadler Kensington, United Kingdom ,11/26/2016,9.2
508176,Park Plaza Westminster Bridge London, New Zealand ,8/11/2015,8.8
102973,Saint James Albany Paris Hotel Spa, United Kingdom ,12/5/2016,9.6
332754,Hotel Casa Bonay, Taiwan ,6/28/2016,7.5
5767,Park Plaza County Hall London, United Arab Emirates ,10/9/2016,9.2
48234,Park Grand London Lancaster Gate, ,6/29/2017,7.1
418864,Grand Hotel Amr th Amsterdam, United Kingdom ,12/14/2015,8.3
113222,Hilton London Metropole, South Africa ,5/22/2017,9.2
139065,Holiday Inn London Camden Lock, United Kingdom ,4/17/2016,8.8
9325,Grand Royale London Hyde Park, Switzerland ,2/10/2016,7.1
4728,The Principal London, United Kingdom ,2/24/2016,5.0
69656,Millennium Hotel London Knightsbridge, United Kingdom ,10/31/2016,10.0
15492,Intercontinental London The O2, Sweden ,7/9/2016,9.2
504645,Park Plaza Westminster Bridge London, United Kingdom ,12/8/2016,7.1
57309,The Ritz London, United Kingdom ,1/3/2016,10.0
121940,The Nadler Kensington, Singapore ,11/5/2016,9.6
445736,Austria Trend Hotel Park Royal Palace Vienna, Romania ,9/11/2015,4.2
349198,Bilderberg Hotel Jan Luyken, United Kingdom ,5/7/2017,10.0
35545,H tel de la Bourdonnais, United Kingdom ,4/7/2016,8.3
60654,Clayton Crown Hotel London, Italy ,7/22/2016,6.3
30694,Holiday Inn London Stratford City, India ,4/5/2017,7.1
379240,Leonardo Hotel Vienna, Kuwait ,8/23/2015,8.8
505468,Park Plaza Westminster Bridge London, United Kingdom ,1/26/2016,9.6
277607,NH Hesperia Barcelona Presidente, Italy ,2/15/2017,7.5
157888,Best Western Maitrise Hotel Edgware Road, United Kingdom ,10/15/2016,7.5
170396,Renaissance Paris Arc de Triomphe Hotel, United States of America ,5/1/2016,8.3
109511,London Marriott Hotel West India Quay, United Kingdom ,4/9/2016,7.9
280162,Gran Hotel Torre Catalunya, United States of America ,10/19/2015,9.2
72203,Park Avenue Baker Street, United Kingdom ,8/4/2015,6.7
160960,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,8/18/2015,9.2
155662,Rafayel Hotel Spa, United Kingdom ,9/30/2015,7.5
16832,Intercontinental London The O2, United Kingdom ,8/30/2016,10.0
398924,Duquesa de Cardona, United Arab Emirates ,10/25/2015,9.6
10671,Grand Royale London Hyde Park, United Kingdom ,4/9/2016,7.9
52607,Hilton London Paddington, Bahrain ,6/21/2017,5.4
131312,Bloomsbury Palace Hotel, United Kingdom ,1/21/2016,8.8
390396,Aloft London Excel, Switzerland ,6/2/2017,9.2
173309,Millennium Gloucester Hotel London, United Kingdom ,10/9/2016,7.9
236746,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,8/29/2016,7.9
128447,Park Grand Paddington Court, Switzerland ,12/14/2016,3.3
429507,K West Hotel Spa, Australia ,1/12/2016,9.6
207167,Shaftesbury Hyde Park International, Israel ,7/26/2016,5.4
35200,The Rembrandt, United Kingdom ,4/28/2016,7.9
208355,The Montcalm At Brewery London City, United Kingdom ,4/10/2016,7.9
349697,Mercure Hotel Amsterdam City South, Portugal ,5/1/2017,8.3
21148,Novotel London Tower Bridge, France ,7/12/2017,9.2
134796,Paddington Court Executive Rooms, United Kingdom ,1/2/2017,10.0
511569,Hotel Erzherzog Rainer, Singapore ,9/22/2015,9.2
327953,Ayre Hotel Gran V a, Norway ,8/8/2016,8.8
187920,London City Suites, United Kingdom ,7/10/2016,5.0
120817,Club Quarters Hotel St Paul s, United Kingdom ,10/6/2015,5.8
213393,Shaftesbury Premier London Paddington, United Kingdom ,5/8/2016,9.2
91443,The Trafalgar Hilton, France ,5/9/2016,8.3
178332,Hotel Park Lane Paris, Israel ,7/27/2017,7.5
37351,Lansbury Heritage Hotel, Ireland ,5/30/2017,10.0
234284,Seraphine Kensington Gardens Hotel, United States of America ,7/10/2016,9.2
94149,The Montcalm Marble Arch, United Kingdom ,9/13/2015,9.6
269263,Catalonia Port, Ireland ,5/7/2016,8.8
231805,Hotel Le Chat Noir, United Kingdom ,6/29/2017,9.6
281642,Hotel SB Icaria Barcelona, United Kingdom ,6/6/2016,8.3
287624,Thistle Holborn The Kingsley, United Kingdom ,9/27/2016,6.7
409867,Hotel Michelangelo, Italy ,6/30/2016,6.7
390005,Aloft London Excel, United Kingdom ,12/18/2016,4.6
167413,Strand Palace Hotel, United Kingdom ,5/3/2016,6.7
57061,DoubleTree by Hilton London Hyde Park, Romania ,1/21/2016,9.2
11591,Crowne Plaza London Kings Cross, United Kingdom ,8/30/2016,5.4
144240,Comfort Inn Suites Kings Cross St Pancras, Finland ,11/23/2016,9.2
191083,Millennium Hotel London Mayfair, United Kingdom ,11/22/2016,10.0
480378,Ca Bianca Hotel Corte Del Naviglio, Netherlands ,10/9/2016,9.2
160963,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,8/11/2015,7.0
386351,INK Hotel Amsterdam MGallery by Sofitel, United Kingdom ,11/21/2016,6.3
199777,Hilton London Tower Bridge, Ireland ,2/9/2016,9.2
206458,Hotel Le Mareuil, Germany ,2/9/2016,9.2
187959,London City Suites, United Kingdom ,6/30/2017,10.0
444846,Arthotel ANA Prime, Greece ,1/20/2017,10.0
42573,London Marriott Hotel Regents Park, United Kingdom ,12/27/2015,10.0
381305,Golden Tulip Amsterdam West, Hong Kong ,10/6/2015,8.3
464175,The May Fair Hotel, United Kingdom ,12/5/2015,9.6
213744,Shaftesbury Premier London Paddington, Ireland ,8/25/2015,7.5
18145,The London EDITION, United Kingdom ,7/9/2017,10.0
216382,Dorsett Shepherds Bush, United Kingdom ,11/10/2015,9.6
435687,Hotel Imlauer Wien, France ,12/2/2016,8.3
355408,Renaissance Amsterdam Hotel, Georgia ,12/14/2016,9.6
116979,Hotel Pulitzer Paris, United States of America ,10/13/2015,9.6
482970,Crowne Plaza Milan City, Indonesia ,5/9/2017,5.4
160558,Radisson Blu Edwardian Berkshire, Morocco ,4/8/2016,7.5
63247,Number Sixteen, South Africa ,9/12/2016,10.0
133913,Holiday Inn London Mayfair, United Kingdom ,12/31/2015,8.3
35903,Ashburn Hotel, United Kingdom ,11/17/2015,8.8
336851,Flemings Mayfair, United States of America ,5/31/2017,10.0
281000,Hotel SB Icaria Barcelona, New Zealand ,6/27/2017,7.9
